,Day,Crop,Treatment,Addition,sample,timepoint,k_cl_weight,k_cl_volume_l,moisture_percent,dry_soil,nh4n_mgl_1,no3n_mgl_1,nh4n_mg_kg_1,no3n_mg_kg_1,total_N_mg_kg,net_N_mg_kg_1,Cumul_net_N_mg_kg_1,jar_id,event,CH4C_ug_g_T0,CH4C_flux_ug_g,CO2C_flux_ug_g,N2ON_flux_ug_g,sample_date,CH4C_flux_ug_g_d,CO2C_flux_ug_g_d,N2ON_flux_ug_g_d,CH4_flux_ug_g_d_avg,CO2_flux_ug_g_d_avg,N2O_flux_ug_g_d_avg,CH4_flux_ug_g_avg,CO2_flux_ug_g_avg,N2O_flux_ug_g_avg,cum_CH4_flux_ug_g,cum_CO2_flux_ug_g,cum_N2O_flux_ug_g,X16S,F1R2_Ave.g,CS001_Ave.g,F1R2.16S...,CS001.16S...,qnorB_Ave.g,qnorB.16S,cnorB_Ave.g,qnorB.cnorB,cnorB.16S,tot_nor.16S
56,4,Corn,112N,Control,19,b,38.028,0.035211111,40.52771432,4.020326512,0.460577058,1.124152805,4.033858924,9.845635472,13.8794944,4.004381156,4.004381156,19,2,0.04378751,0.00011678,18.51365011,0.004271592,19,0.000106963,16.95727096,0.003912494,-0.009877239,30.42907059,0.006476615,-0.039508957,121.7162824,0.025906461,-0.039508957,121.7162824,0.025906461,5194007525,15713281.45,37661594.37,0.003025271,0.00725097,232156037.6,0.044696901,996812345.3,1228968383,0.191915845,0.236612746
57,15,Corn,112N,Control,19,c,37.497,0.034719444,40.52771432,4.224316452,-0.059699558,1.256169335,0,10.32439258,10.32439258,-3.555101816,0.44927934,19,3,0.067086333,-0.020300708,16.82394671,0.18721329,19,-0.020097407,16.65546435,0.185338454,-0.009995222,16.80636765,0.094625474,-0.109947445,184.8700442,1.040880212,-0.149456402,306.5863266,1.066786673,4568604277,26879929.47,50466076.39,0.00588362,0.011046279,266169438.5,0.058260559,877709796.5,1143879235,0.192117711,0.25037827
58,30,Corn,112N,Control,19,d,39.016,0.036125926,40.52771432,4.227884789,-0.04188931,2.50706254,0,21.42204912,21.42204912,11.09765654,11.54693588,19,4,0.043914818,0.010329197,13.86311567,0.020703727,19,0.009207463,12.35760471,0.018455337,-0.005444972,14.50653453,0.101896895,-0.081674581,217.5980179,1.52845343,-0.231130983,524.1843445,2.595240103,10272563138,28198922.36,48259796.16,0.002745072,0.004697931,303520180.4,0.029546684,683609330.3,987129510.7,0.066547104,0.096093789
59,59,Corn,112N,Control,19,e,37.37,0.034601852,40.52771432,4.074446292,-0.282666759,0.61741089,0,5.243303903,5.243303903,-16.17874522,-4.631809337,19,6,0.043516904,0.000315494,10.91660658,0.001367432,19,0.00028624,9.904387361,0.00124064,0.004746852,11.13099604,0.009847988,0.137658702,322.798885,0.285591658,-0.09347228,846.9832295,2.88083176,2656167176,10018303.6,20650113.93,0.003771714,0.007774403,94031241.58,0.035401101,280916016.7,374947258.3,0.105759916,0.141161016
60,86,Corn,112N,Control,19,f,37.96,0.035148148,40.52771432,4.160681106,0.044265652,2.416295706,0.373942548,20.41211938,20.78606193,15.54275803,10.91094869,19,7,0.07968101,-0.009270839,14.97111803,0.01005031,19,-0.007339269,11.85190077,0.007956338,-0.003526514,10.87814406,0.004598489,-0.095215888,293.7098897,0.124159202,-0.188688169,1140.693119,3.004990963,3341089342,6591042.74,14367380.07,0.001972723,0.004300208,134487692.1,0.040252648,429174121.5,563661813.6,0.128453351,0.168705999
61,0,Corn,0N,Control,1,a,37.788,0.034988889,51.88985987,3.431215194,0.498729789,0.641965611,5.085662129,6.546270684,11.63193281,0,0,1,1,0.089929541,-0.045937607,-0.783244875,-0.001667193,1,-0.041761021,-0.712033304,-0.001515614,0,0,0,0,0,0,0,0,0,2267899812,12677632.07,16147214.45,0.005590032,0.007119898,130365824.1,0.057483061,495165413.4,625531237.6,0.218336547,0.275819608
62,4,Corn,0N,Control,1,b,37.744,0.034948148,51.88985987,3.066540332,0.477635468,0.594976129,5.443422649,6.780707781,12.22413043,0.592197617,0.592197617,1,2,0.051914894,-0.00094918,14.94902231,-0.140498024,1,-0.000862501,13.58387438,-0.127667714,-0.021311761,6.435920536,-0.064591664,-0.085247044,25.74368214,-0.258366658,-0.085247044,25.74368214,-0.258366658,8043281900,22351371.08,21552819.47,0.002778887,0.002679605,283085328.4,0.035195251,1291217116,1574302445,0.160533615,0.195728866
63,15,Corn,0N,Control,1,c,37.985,0.035171296,51.88985987,3.14495986,0.042642541,0.518036297,0.476887945,5.793399254,6.270287199,-5.953843231,-5.361645614,1,3,0.052927636,0.003380685,23.37210588,-0.000321814,1,0.003352515,23.17735174,-0.000319132,0.001245007,18.38061306,-0.063993423,0.013695076,202.1867436,-0.703927657,-0.071551968,227.9304258,-0.962294315,7403008140,25451567.24,20034167.97,0.003438003,0.00270622,325605649.1,0.043982884,1352673517,1678279166,0.182719442,0.226702326
64,30,Corn,0N,Control,1,d,38.124,0.0353,51.88985987,3.614033727,0.20106869,2.257909312,1.963934289,22.0540827,24.01801699,17.74772979,12.38608418,1,4,0.050246868,0.002209872,24.85491507,0.002548959,1,0.00197086,22.16669071,0.002273272,0.002661687,22.67202122,0.00097707,0.039925308,340.0803183,0.01465605,-0.03162666,568.0107441,-0.947638265,10723297085,21079338.28,15401974.95,0.001965752,0.00143631,323953789.8,0.030210278,783901978.9,1107855769,0.073102701,0.103312979
65,59,Corn,0N,Control,1,e,37.603,0.034817593,51.88985987,3.187296784,-0.13609881,8.46699156,0,92.49225367,92.49225367,68.47423668,80.86032086,1,6,0.048087578,0.000429319,10.48402006,0.000312729,1,0.000389806,9.519108568,0.000283946,0.001180333,15.84289964,0.001278609,0.034229652,459.4440895,0.037079671,0.002602992,1027.454834,-0.910558594,8451670553,35463294.2,36021303.22,0.00419601,0.004262034,332814653.1,0.039378564,1048855581,1381670234,0.124100386,0.163478951
66,86,Corn,0N,Control,1,f,37.66,0.03487037,51.88985987,3.514926838,0.256740784,17.45335829,2.547036294,173.1487157,175.695752,83.20349832,164.0638192,1,7,0.076727639,-0.00226641,15.68067717,0.001699911,1,-0.00181427,12.55244513,0.001360786,-0.000712232,11.03577685,0.000822366,-0.019230265,297.9659749,0.022203881,-0.016627273,1325.420808,-0.888354713,4857469041,10884930.69,13090853.56,0.002240865,0.002694995,226582113.5,0.046646126,676070710,902652823.5,0.139181682,0.185827808
67,0,Corn,112N,Carbon,20,a,37.673,0.034882407,40.52771432,4.15949166,0.369747947,0.616399252,3.100787206,5.169259032,8.270046238,0,0,20,1,0.040500981,-0.002221936,16.11303844,0.014010402,20,-0.001719761,12.47136964,0.010843945,0,0,0,0,0,0,0,0,0,1204038049,4961723.71,14159580.6,0.004120903,0.011760077,72909727.97,0.060554339,264283371.8,337193099.7,0.219497525,0.280051864
68,4,Corn,112N,Carbon,20,b,38.233,0.035400926,40.52771432,4.038168198,0.417931034,0.360312478,3.66382599,3.158708288,6.822534278,-1.44751196,-1.44751196,20,2,0.043966589,0.001302966,28.54569894,-0.001781987,20,0.001193582,26.14928634,-0.001632389,-0.00026309,19.31032799,0.004605778,-0.00105236,77.24131196,0.018423111,-0.00105236,77.24131196,0.018423111,5181725495,15443518.18,37620948.95,0.002980381,0.007260313,208209363.9,0.040181473,994868234.5,1203077598,0.19199555,0.232177023
69,15,Corn,112N,Carbon,20,c,38.437,0.035589815,40.52771432,3.908518615,-0.042642541,0.346805265,0,3.157906196,3.157906196,-3.664628082,-5.112140042,20,3,0.04748262,-0.000152285,17.68652955,0.002714866,20,-0.000150725,17.50539731,0.002687062,0.000521428,21.82734183,0.000527337,0.005735711,240.1007601,0.005800704,0.004683351,317.342072,0.024223816,2425750199,7812503.8,21016691.61,0.003220655,0.008663997,89930335.69,0.037073206,232351189.6,322281525.3,0.095785291,0.132858497
70,30,Corn,112N,Carbon,20,d,39.126,0.036227778,40.52771432,3.888892761,0.083778621,0.479612644,0.780456919,4.467929912,5.248386831,2.090480635,-3.021659407,20,4,0.043601974,0.001398513,17.116665,0.00140439,20,0.00124701,15.26239054,0.00125225,0.000548142,16.38389393,0.001969656,0.008222135,245.7584089,0.029544847,0.012905486,563.1004809,0.053768662,11415498658,27213023.96,51802503.21,0.002383866,0.00453791,305379787.3,0.026751331,705232522.1,1010612309,0.061778512,0.088529843
71,59,Corn,112N,Carbon,20,e,38.199,0.035369444,40.52771432,4.18447002,1.277234985,0.330604324,10.7958933,2.794449764,13.59034306,8.341956233,5.320296826,20,6,0.044689589,0.011756608,17.75446257,0.002445043,20,0.010667398,16.10957096,0.002218518,0.005957204,15.68598075,0.001735384,0.17275891,454.8934418,0.050326137,0.185664396,1017.993923,0.104094799,3705436317,47554025.55,34400851.59,0.012833583,0.009283887,195464682.6,0.052750787,535019655.5,730484338.1,0.144387762,0.197138549
72,86,Corn,112N,Carbon,20,f,38,0.035185185,40.52771432,4.123808289,1.407647747,0.371155821,12.0103417,3.166778221,15.17711992,1.586776857,6.907073683,20,7,0.068169155,0.051691079,12.57950172,0.012061697,20,0.040901807,9.953832719,0.009544108,0.025784602,13.03170184,0.005881313,0.696184265,351.8559497,0.15879544,0.881848661,1369.849872,0.26289024,2679827210,19153140.85,11993059.8,0.007147155,0.004475311,65560207.59,0.024464341,268395994.9,333956202.5,0.100154217,0.124618558
73,0,Corn,112N,Nitrogen,21,a,37.674,0.034883333,40.52771432,3.994753429,1.264022051,3.12814375,11.03780329,27.31584892,38.35365221,0,0,21,1,0.043713418,-0.006572111,11.72009381,0.021144218,21,-0.005159327,9.200666051,0.016598919,0,0,0,0,0,0,0,0,0,1194652710,5407763.66,12478690.15,0.004526641,0.010445454,78796266.3,0.065957467,292542388.5,371338654.8,0.244876512,0.310833978
74,4,Corn,112N,Nitrogen,21,b,38.045,0.035226852,40.52771432,4.185659466,0.469106263,3.754349275,3.948036616,31.59691007,35.54494669,-2.808705524,-2.808705524,21,2,0.054090495,-0.009099803,13.51890824,0.11927328,21,-0.008335786,12.38386404,0.109259125,-0.006747557,10.79226504,0.062929022,-0.026990226,43.16906018,0.251716087,-0.026990226,43.16906018,0.251716087,5240904246,15997302.94,33380996.29,0.003052394,0.00636932,215259728.8,0.041073013,1024289285,1239549013,0.195441328,0.236514341
75,15,Corn,112N,Nitrogen,21,c,38.475,0.035625,40.52771432,4.334934903,-0.042642541,2.275669207,0,18.70171463,18.70171463,-16.84323206,-19.65193758,21,3,0.089319883,-0.04350068,12.47326425,0.290859731,21,-0.04307541,12.35132353,0.288016237,-0.025705598,12.36759378,0.198637681,-0.282761577,136.0435316,2.185014489,-0.309751803,179.2125918,2.436730576,1740428363,7119510.84,19803262.68,0.004090666,0.011378384,74690166.71,0.042914818,193085646.6,267775813.3,0.11094145,0.153856268
76,30,Corn,112N,Nitrogen,21,d,39.136,0.036237037,40.52771432,4.237995078,-0.025133586,8.581834657,0,73.37909899,73.37909899,54.67738436,35.02544678,21,4,0.044097802,-0.000183741,6.561214816,0.090250304,21,-0.000163826,5.85006615,0.080468368,-0.021619618,9.100694838,0.184242303,-0.324294266,136.5104226,2.763634538,-0.634046069,315.7230143,5.200365114,10799657338,27333339.29,45909222.81,0.002530945,0.004250989,286285510.7,0.026508759,689383258.6,975668769.4,0.063833809,0.090342567
77,59,Corn,112N,Nitrogen,21,e,37.795,0.03499537,40.52771432,4.061362389,-0.293135898,8.914362917,0,76.81201577,76.81201577,3.43291678,38.45836356,21,6,0.04137988,0.001345313,5.600257121,0.000729748,21,0.001220328,5.079971603,0.000661952,0.000528251,5.465018877,0.04056516,0.015319289,158.4855474,1.176389636,-0.61872678,474.2085618,6.37675475,4542616076,53129184.71,40009921.5,0.011695724,0.008807683,194623441,0.042843911,691261327.6,885884768.6,0.152172518,0.19501643
79,0,Corn,336N,Control,22,a,37.747,0.034950926,44.89761115,3.743105275,0.541723736,0.714856586,5.058299136,6.674912344,11.73321148,0,0,22,1,0.038098192,0.002783202,18.11750421,-0.00080093,22,0.002184629,14.22103844,-0.000628677,0,0,0,0,0,0,0,0,0,1602085567,20072812.94,22919539.71,0.012529177,0.014306065,110848510.9,0.069190131,407539555.9,518388066.8,0.254380643,0.323570774
80,4,Corn,336N,Control,22,b,38.102,0.03527963,44.89761115,3.634002545,0.520281492,0.917049082,5.050997657,8.902897444,13.9538951,2.220683621,2.220683621,22,2,0.047282473,-0.002256308,25.54707646,-0.001943883,22,-0.00206869,23.42276206,-0.001782243,5.8e-05,18.82190025,-0.00120546,0.000231879,75.28760101,-0.004821841,0.000231879,75.28760101,-0.004821841,6467108258,53365283.45,52325620.52,0.0082518,0.008091038,258810878.3,0.040019568,1064572752,1323383631,0.164613411,0.204632979
82,30,Corn,336N,Control,22,d,39.231,0.036325,44.89761115,3.600390087,0.092156483,3.058889845,0.929783763,30.86170413,31.79148789,22.78165242,20.05827641,22,4,0.046257334,0.001782103,18.30266191,0.002622963,22,0.00158898,16.31923292,0.002338717,-0.008504189,17.19359071,0.00327778,-0.127562836,257.9038607,0.049166697,-0.240994219,561.3903699,0.057735149,10425115735,36627109.6,36996381.26,0.003513353,0.003548774,316891031.1,0.030396884,720673685.2,1037564716,0.069128603,0.099525487
83,59,Corn,336N,Control,22,e,38.05,0.035231481,44.89761115,3.907310393,-0.115160531,4.605737115,0,41.52906361,41.52906361,9.737575717,29.79585213,22,6,0.046136826,-0.00103934,18.15668242,0.001192621,22,-0.000942762,16.46951067,0.0010818,0.000323109,16.3943718,0.001710258,0.009370163,475.4367821,0.049597495,-0.231624056,1036.827152,0.107332645,5833958346,64184075.48,61437387.96,0.011001806,0.010530995,234404212.1,0.040179274,834172955.4,1068577167,0.142985758,0.183165032
84,86,Corn,336N,Control,22,f,37.99,0.035175926,44.89761115,4.067107321,0.18591574,16.85146614,1.607963052,145.7463199,147.354283,105.8252193,135.6210715,22,7,0.06988931,-0.002614986,17.86937762,0.001488441,22,-0.002067636,14.12909278,0.001176891,-0.001505199,15.29930173,0.001129345,-0.040640374,413.0811466,0.030492327,-0.27226443,1449.908298,0.137824972,4727605111,13314179.14,41259551.64,0.002816263,0.008727368,202056440,0.042739703,635228957.9,837285397.9,0.134365909,0.177105612
85,0,Corn,336N,Carbon,23,a,37.671,0.034880556,44.89761115,3.693513125,0.48153221,0.663334626,4.547462114,6.264355772,10.81181789,0,0,23,1,0.040010315,0.013795617,51.85232805,-0.001107854,23,0.010831006,40.70951252,-0.000869782,0,0,0,0,0,0,0,0,0,535016025.8,10297621.24,10390776.41,0.019247314,0.01942143,36802061.79,0.06878684,153585347.7,190387409.4,0.287066817,0.355853657
86,4,Corn,336N,Carbon,23,b,38.12,0.035296296,44.89761115,3.754125752,0.810274455,0.32867896,7.618201711,3.090240101,10.70844181,-0.103376074,-0.103376074,23,2,0.046593968,-0.000110814,37.47194964,-0.001433736,23,-0.000101626,34.36479906,-0.001314851,0.00536469,37.53715579,-0.001092317,0.02145876,150.1486232,-0.004369266,0.02145876,150.1486232,-0.004369266,179553063,1058145.38,1739184.06,0.005893218,0.009686184,4179582.58,0.023277701,45874472.97,50054055.55,0.255492567,0.278770268
87,15,Corn,336N,Carbon,23,c,38.451,0.035602778,44.89761115,3.647227118,0.102342099,0.378283255,0.999022789,3.692650399,4.691673188,-6.016768624,-6.120144698,23,3,0.044282736,0.002882003,22.59205116,0.004196125,23,0.002851834,22.35555833,0.0041522,0.001375104,28.3601787,0.001418674,0.015126145,311.9619656,0.015605416,0.036584904,462.1105888,0.01123615,8385995100,88433767.77,78337628.72,0.010545411,0.009341483,339276729.6,0.04045754,1337591062,1676867792,0.159502963,0.199960502
88,30,Corn,336N,Carbon,23,d,39.493,0.036567593,44.89761115,3.858269267,0.125667931,1.326373156,1.191045359,12.57099228,13.76203764,9.070364451,2.950219753,23,4,0.047050591,0.001598215,23.96240057,0.000777906,23,0.001425033,21.36585562,0.000693613,0.002138434,21.86070698,0.002422906,0.032076505,327.9106046,0.036343595,0.068661409,790.0211935,0.047579744,11473291357,36601255.37,36402043.04,0.003190127,0.003172764,354171570.9,0.030869221,739943349.1,1094114920,0.064492684,0.095361905
89,59,Corn,336N,Carbon,23,e,37.934,0.035124074,44.89761115,3.907861417,-0.219851924,4.783848974,0,42.99749858,42.99749858,29.23546094,32.18568069,23,6,0.044562068,0.001618851,22.92780806,0.001135785,23,0.001468346,20.79619779,0.00103019,0.00144669,21.0810267,0.000861902,0.041953996,611.3497744,0.024995144,0.110615406,1401.370968,0.072574889,6507146868,8409465.66,63541712.41,0.001292343,0.009764911,277900832.7,0.042707017,878220075.5,1156120908,0.134962387,0.177669404
90,86,Corn,336N,Carbon,23,f,38,0.035185185,44.89761115,3.573389917,0.212475132,9.511877437,2.092124577,93.65817245,95.75029703,52.75279845,84.93847914,23,7,0.070841884,-0.002399235,21.88777466,0.001693527,23,-0.001896698,17.30322192,0.001338806,-0.000214176,19.04970986,0.001184498,-0.005782756,514.3421661,0.031981445,0.10483265,1915.713134,0.104556334,5645050511,13715154.85,58271807.71,0.002429589,0.010322637,238781554,0.042299277,668362780.2,907144334.3,0.118398016,0.160697293
91,0,Corn,336N,Nitrogen,24,a,37.499,0.034721296,44.89761115,3.44059316,0.601915262,2.914553154,6.074324165,29.41267943,35.4870036,0,0,24,1,0.039316285,0.00021954,23.11807834,0.074912419,24,0.00017242,18.15621904,0.058833882,0,0,0,0,0,0,0,0,0,1266627675,15718378.31,19835163.71,0.012409628,0.015659822,82032605.14,0.064764577,325766599.9,407799205,0.257192075,0.321956651
92,4,Corn,336N,Nitrogen,24,b,38.199,0.035369444,44.89761115,3.483021999,0.477635468,3.651970764,4.85029987,37.08508791,41.93538778,6.448384185,6.448384185,24,2,0.043820995,0.002637568,25.8507729,0.000277618,24,0.002419196,23.71051475,0.000254633,0.001295808,20.93336689,0.029544258,0.005183232,83.73346757,0.11817703,0.005183232,83.73346757,0.11817703,6621417459,84387460.58,75502266.13,0.012744622,0.011402735,265686821.8,0.040125369,1210664367,1476351189,0.182840664,0.222966034
93,15,Corn,336N,Nitrogen,24,c,38.224,0.035392593,44.89761115,4.037352031,0.059699558,3.25865842,0.523343547,28.56633976,29.08968331,-12.84570447,-6.397320288,24,3,0.03522767,0.022355664,18.56928608,0.004048345,24,0.0221143,18.36880251,0.004004637,0.012266748,21.03965863,0.002129635,0.134934231,231.4362449,0.023425987,0.140117463,315.1697125,0.141603018,10626746996,117315155.4,109330700.6,0.011039611,0.010288257,511715771.3,0.048153567,1928214880,2439930651,0.181449213,0.22960278
94,30,Corn,336N,Nitrogen,24,d,39.437,0.036515741,44.89761115,3.909514489,0.318358759,7.778496231,2.973542096,72.65289655,75.62643865,46.53675534,40.13943505,24,4,0.047287944,-0.000611731,23.04272913,0.000494972,24,-0.000545506,20.54817159,0.000441387,0.010784397,19.45848705,0.002223012,0.161765955,291.8773057,0.03334518,0.301883419,607.0470182,0.174948198,9181084320,33355489.73,31354180.39,0.003633066,0.003415085,282019716.8,0.030717474,572965783.9,854985500.7,0.062407202,0.093124676
95,59,Corn,336N,Nitrogen,24,e,37.802,0.035001852,44.89761115,3.772860565,-0.27219762,8.86518802,0,82.2447563,82.2447563,6.618317654,46.75775271,24,6,0.046243909,-0.001266105,20.14030971,0.001292786,24,-0.001148323,18.26670402,0.001172521,-0.000846914,19.40743781,0.000806954,-0.02456052,562.8156964,0.023401664,0.277322899,1169.862715,0.198349862,5553351315,12639556.21,51775900.78,0.002276023,0.009323361,222210573.5,0.040013779,804881056.9,1027091630,0.144936096,0.184949875
96,86,Corn,336N,Nitrogen,24,f,38.01,0.035194444,44.89761115,3.695166196,0.097384435,19.72819277,0.927533677,187.9002858,188.8278195,106.5830632,153.3408159,24,7,0.071169922,-0.000492218,18.15102611,0.00147098,24,-0.00038886,14.33958448,0.001162096,-0.000768591,16.30314425,0.001167309,-0.020751957,440.1848948,0.03151733,0.256570942,1610.047609,0.229867192,6371464038,6028051.62,61268662.41,0.000946101,0.009616104,262012900.4,0.041122872,721958117.5,983971018,0.113311181,0.154434053
97,0,Corn,336N,Control,25,a,37.514,0.034735185,46.16341882,3.50153124,0.736123568,0.872715358,7.302344798,8.657335172,15.95967997,0,0,25,1,0.040015546,-0.000703964,21.18478503,-0.001333504,25,-0.000890103,26.78635817,-0.001686102,0,0,0,0,0,0,0,0,0,1333539365,23454421.86,22888015.21,0.017588099,0.017163359,94248632.77,0.070675554,404157269.9,498405902.6,0.303071121,0.373746674
98,4,Corn,336N,Control,25,b,38.127,0.035302778,46.16341882,3.68403725,0.505673027,0.743807577,4.845679156,7.127635208,11.97331436,-3.986365606,-3.986365606,25,2,0.072606942,-0.025888682,27.47049982,-0.002625464,25,-0.023702008,25.15021759,-0.002403706,-0.012296055,25.96828788,-0.002044904,-0.049184222,103.8731515,-0.008179615,-0.049184222,103.8731515,-0.008179615,6605456514,80024650.6,74379563.18,0.012114931,0.011260321,253770915.4,0.038418377,1547211205,1800982120,0.23423229,0.272650666
99,15,Corn,336N,Control,25,c,38.404,0.035559259,46.16341882,3.401933565,0.070357776,0.609708381,0.735426001,6.373075188,7.108501189,-4.864813175,-8.851178781,25,3,0.054176724,-0.005865372,18.88112752,0.004147213,25,-0.005803109,18.68069918,0.004103189,-0.014752558,21.91545839,0.000849742,-0.162278143,241.0700423,0.009347158,-0.211462364,344.9431938,0.001167543,6295123193,72161088.69,60604719.83,0.011463015,0.009627249,286078389.3,0.045444447,991710457.3,1277788847,0.157536307,0.202980753
100,30,Corn,336N,Control,25,d,39.527,0.036599074,46.16341882,3.714724101,1.095969539,2.415568754,10.79796756,23.79923174,34.5971993,27.48869811,18.63751933,25,4,0.046425296,0.001358717,21.00023588,0.000419145,25,0.001211175,18.71983885,0.00037363,-0.002295967,18.70026902,0.002238409,-0.034439505,280.5040352,0.033576141,-0.245901869,625.447229,0.034743685,9331475956,45609860.33,42085175.31,0.004887743,0.004510023,257858984.9,0.027633248,670507512.2,928366497.1,0.07185439,0.099487637
